pH;Hardness;Solids;Chloramines;Sulfate;Conductivity;Organic_carbon;Trihalomethanes;Turbidity;type
6.943391331;272.2205635;28895.00501;2.581028179;487.0076834;544.1888175;8.38734859;60.76088805;1.45303808;Type2
5.385372884;281.5669867;17967.77562;3.402843716;458.1497698;631.9367627;17.61734568;69.41355116;2.467622753;Type2
7.252654908;209.7003133;14186.85336;3.715109115;485.6252376;569.1023061;12.80696452;50.61013655;3.145501074;Type2
7.833237986;199.4549748;21070.83114;2.736306082;247.5635892;590.3786211;10.33043832;95.69760184;1.13719596;Type1
7.475390559;242.0130886;17512.19765;8.690147858;423.7204848;459.8583211;6.096079305;107.5023681;4.556277996;Type1
8.755608779;234.8380035;14675.79312;4.530297837;434.8473693;673.2441277;7.388288769;40.73010176;1.745295574;Type1
3.294603861;234.6804915;15801.38852;3.80954905;484.8007729;407.2002796;19.16128738;49.89378401;3.928578715;Type1
6.715232114;142.2959766;12500.73076;2.029399103;251.5419013;451.2081221;15.75925516;80.24046726;2.660175698;Type1
4.310045309;282.5127007;17758.16143;3.14855604;314.0011945;421.1027167;8.777732269;31.37291765;2.937182795;Type1
5.086050972;207.6092294;15682.58591;5.353221585;440.3631764;671.3067847;7.958051179;115.0243785;4.501150833;Type1
6.204153753;174.3702909;17980.89267;6.383140972;286.0351369;651.9251197;17.7410001;86.85989576;4.131666574;Type2
5.556810036;131.6631274;20597.74254;8.967569905;294.164277;659.5617737;6.241960181;118.7621594;1.066411834;Type1
3.437216798;241.0978084;20007.26018;7.730719719;236.6101442;632.0683918;11.03687669;100.3586908;1.73286445;Type2
6.740738589;212.3182673;24385.76509;1.291198124;447.7441978;614.8705823;14.20430728;98.07794477;2.244548808;Type2
3.578095269;174.9076759;22308.15263;3.887365528;357.0647752;400.5399874;6.89327927;24.48122189;3.241487916;Type2
6.271681604;176.3888234;25288.00171;8.976534684;280.7086707;503.0518032;8.550439019;84.48902742;4.277858275;Type1
7.070978183;233.197586;19818.76934;2.690372507;274.0572552;572.3226873;10.55972039;75.18864935;4.316490371;Type1
8.149462069;191.3297788;13142.74758;1.910253644;399.3392218;509.5724432;19.21202196;117.5820406;2.445683833;Type1
4.045499728;126.0501951;11440.11894;6.520289361;306.8915807;431.3720386;7.343209603;107.6756901;1.692717319;Type2
3.085504763;253.1772182;13734.26361;3.996479773;297.5074367;517.1124043;11.90164866;83.85418752;1.043610062;Type1
3.312610511;233.1311921;17012.69785;1.219964876;261.5291057;482.9893573;19.67600659;114.2472373;3.960192461;Type1
6.411024199;239.0904977;10600.38985;4.982813122;362.6585712;469.9696242;10.17886383;113.2708137;4.05180019;Type1
5.120383288;133.5249527;11409.19882;8.508588328;317.1168523;632.6241359;9.656199132;49.02522284;4.510603084;Type2
4.263233975;230.3176878;21932.6797;7.815164257;353.3035684;515.6848612;17.26869389;22.63888704;4.500959747;Type2
3.021789854;266.0761173;28606.93684;6.95951214;251.546647;545.9601342;14.8957495;87.96831738;4.245943139;Type1
7.200753967;255.186562;10597.04053;4.117543482;227.0170702;590.967378;11.18494227;82.3082732;2.748885974;Type2
4.710114545;270.5680332;20362.28858;8.169210417;493.5648452;451.1802545;7.228340724;39.10479415;2.711867237;Type2
3.390120023;277.1053851;14355.8318;5.625721465;222.9169864;496.2469265;12.76099458;43.2691926;3.471715444;Type1
6.4432215;206.7067916;12467.60608;9.421198913;243.9183928;497.9984066;11.52562884;108.6039132;1.452562379;Type1
4.441947821;232.8338425;10425.84619;2.733808157;398.4572065;475.0790753;11.20484128;119.8525721;2.34343663;Type1
6.625053748;132.5795609;25739.7526;4.279046697;304.227315;674.1137546;12.11033963;70.41917054;4.302918753;Type1
3.122306529;216.2192528;21333.62995;5.894444075;299.1257168;630.6524642;17.16199523;78.97078349;3.505784617;Type2
5.888074347;116.7473315;20031.88291;7.299553508;424.9719697;624.1287943;18.70294458;75.23340746;4.706942372;Type1
5.64498758;272.3726258;22405.69953;7.541961716;446.3103549;520.6987593;17.9167093;69.60707056;4.016644487;Type2
4.997315901;240.7423532;10326.61426;4.252582712;312.1600812;579.1767863;15.64910174;99.22891769;3.344228484;Type2
5.159784633;103.1713559;12755.97842;4.660388441;498.9221901;432.9511997;5.088084275;90.08646626;2.98121407;Type1
8.290170128;133.8226582;17886.35663;6.448883685;444.758745;528.3666144;10.45794652;55.92020683;3.413452025;Type1
8.376409216;161.7750579;20507.61064;2.133106817;260.7162093;417.2181959;12.60500119;96.25960701;1.019545276;Type2
5.723493997;115.2561538;25118.05886;5.329985229;368.3142071;694.1209476;8.959648764;78.66310882;2.102410304;Type2
6.398947104;240.0896839;26131.80223;7.732288499;239.7013084;444.6085979;17.23862497;70.84901602;2.780934239;Type2
7.687096395;127.6381026;19347.14061;2.049917018;251.665887;550.3317002;17.26394937;78.20439654;2.564826494;Type2
7.957383889;121.115128;21321.01473;1.007478528;333.4306814;629.8342043;13.35073229;76.84897342;1.801316009;Type1
5.681549425;188.4462298;15649.5841;6.124699414;288.3076586;693.2138167;17.38832511;103.6052464;4.442951647;Type1
4.737358784;294.4908261;16545.67769;4.526336096;463.9904439;663.1198935;8.023026921;71.66335606;4.455012522;Type1
7.892242401;297.6282345;13183.08537;5.330273688;276.5222601;546.2963733;19.47757609;25.52035353;4.783043268;Type2
8.801062749;114.7907022;11742.82304;5.436050136;314.5396747;655.4586911;7.215469761;21.8361773;2.019945433;Type2
5.750758696;289.5910765;24960.83904;8.581874554;258.347406;408.5062618;15.30572619;37.09656936;1.508246014;Type2
6.000283729;131.6352708;28696.60849;7.769343673;393.31264;618.8989221;18.29793183;81.9671236;4.066694728;Type2
8.198857448;273.6371833;19477.14721;8.553712597;419.1665417;457.7615799;7.319349366;78.43604058;1.848276675;Type1
7.426161056;138.7802154;23135.30864;5.734284346;387.3502288;689.240557;13.00238309;67.72044533;1.592439677;Type2
3.101457231;159.5590709;18239.79378;1.013909778;241.422594;601.5124702;5.662348603;22.12067525;2.859387755;Type1
5.227161626;111.2548372;25297.17455;2.470989719;269.7814735;482.0781349;11.05581757;41.575202;3.905696854;Type1
4.721905868;228.0295943;10741.97708;7.867072121;387.0058014;549.6145258;5.555907812;84.00131499;4.388464605;Type2
8.565399491;215.9793875;13933.13753;6.303033936;234.9204661;667.377611;5.766441889;22.55974128;4.250046177;Type1
5.933286387;185.9011642;16152.7519;6.637142476;213.2051564;499.3866155;11.68362751;45.12906161;1.084318993;Type1
5.219620771;220.6492559;29131.23517;2.085484432;242.7606201;415.6838929;9.510235429;42.4925916;2.297330932;Type2
5.395657754;177.9999461;25207.98064;3.416353853;410.4443537;455.0796336;16.21831257;92.24421901;2.7837642;Type1
4.463431725;192.0912457;11556.99408;3.049346402;293.7941343;501.7615133;7.626071611;89.14309397;4.424730099;Type1
6.079414934;112.9832653;25445.70264;8.082561133;346.8414738;589.6467838;15.11553408;76.07504461;4.488315071;Type1
5.090135661;184.2443135;24145.32144;5.056059387;261.0910572;450.8007943;8.601803316;31.97712527;3.063781046;Type2
4.285003744;130.4871179;15329.80631;3.042154807;471.104113;609.0867673;5.921913729;59.71390712;3.30093878;Type2
4.067956876;169.9248346;29789.06046;5.535358816;271.7773277;401.3749562;17.62046692;85.09917444;3.859308564;Type2
8.557073606;113.2992055;12730.47685;2.205482727;250.5850729;535.3738183;6.97522417;70.05447014;4.324676332;Type2
8.070526916;111.1026313;12970.49654;6.705791319;322.1717683;614.5975124;13.93530247;110.4704009;2.676222407;Type2
4.21723027;298.4273124;14538.91001;6.850970563;471.6512166;580.1052821;9.588185145;94.95860475;1.308121508;Type1
7.362789393;126.7993902;23255.60934;3.571916561;398.8096812;523.9662845;13.84878129;61.60267906;2.997564647;Type1
6.570392999;102.8826138;20193.8343;2.810005132;227.2248019;641.8345388;15.02168307;42.61375354;1.751617904;Type2
5.061863799;127.939978;19248.2577;5.196024389;318.3243138;673.8647669;17.37432588;57.5436889;4.780862351;Type1
7.857179342;121.8331904;27127.98254;7.298822431;292.3978888;516.1160927;12.82135772;113.7493387;1.015619992;Type2
5.761953866;143.7353652;10806.4527;8.732839558;291.010289;474.8441046;16.09178623;22.85920529;4.713805746;Type2
4.212935333;102.2938668;20927.92746;8.864015601;474.0715578;572.6933066;13.83470529;28.66500248;1.277280735;Type2
4.191057742;246.7730062;23202.55255;5.188389495;289.7021669;502.3625911;17.12945926;65.00928345;3.303321401;Type2
6.423471705;119.606214;16295.1082;5.573777855;278.9322974;410.6367551;10.11784816;75.92100989;1.819120582;Type1
8.75646276;186.7440301;20818.53234;2.521687158;214.2298783;527.7358301;12.08000317;105.8387765;2.837533229;Type2
5.582625358;231.0168243;19329.89032;2.862206121;391.0708988;623.3810914;13.22733807;35.48276551;4.915038936;Type1
4.279176376;272.3315822;21250.69405;8.486234607;293.6994023;642.1293614;17.11622931;86.31138378;1.492897859;Type2
8.982154031;147.7123949;20039.02454;1.930963755;413.7367029;567.0034636;7.426201633;38.79155682;4.556455108;Type1
8.562871217;276.2460736;18157.78305;4.962526991;454.6885474;642.6214076;17.66846021;115.211964;4.457277098;Type1
8.111169656;255.629285;16696.04884;3.458116529;415.9453257;590.1106681;7.46992382;61.16315598;2.383419377;Type2
3.73889243;117.9822882;19470.07178;4.756885697;273.3531979;644.064773;13.50378221;103.7764216;2.339263864;Type1
5.06954663;188.9637697;25040.97329;8.296868598;290.43196;649.9627341;15.47979143;43.92322208;4.075216535;Type1
8.160979548;106.3947017;11017.52955;9.535025074;482.5646807;484.4632475;10.37071767;64.25550291;4.487684701;Type2
3.652552659;192.0078183;27266.85811;6.642477089;312.9082073;654.7394632;18.30093932;100.297206;1.612277449;Type2
7.560770021;160.7326621;26995.43806;2.901046637;424.6375993;671.0330896;6.331421089;88.34246843;1.639168082;Type1
3.375034373;240.2113252;16866.43706;4.935722334;483.2246964;686.0800423;19.39884056;110.1062485;4.684986847;Type2
7.955292333;176.0244162;28324.59186;7.091854496;350.6988797;671.8509702;11.04343144;65.99866189;3.28126556;Type1
5.621767253;278.581799;10962.21248;7.178634171;290.3050029;431.0607002;5.418069634;109.5959387;3.053250477;Type1
7.904397557;208.7325923;13204.58324;5.433652065;409.1623081;664.7395488;9.917552365;64.010795;4.214335642;Type1
3.654160189;243.7671907;16812.40029;7.366252804;462.2075622;513.3791419;8.530813047;85.16280755;3.948073231;Type1
6.780956463;183.7004007;19645.24757;3.008152394;337.4178614;682.0720988;19.17633825;24.26084611;2.292640249;Type2
3.697012233;114.1251911;12812.78007;2.544776683;230.8063716;696.3304269;15.42403107;57.21260615;1.04318456;Type2
5.965940841;173.7711188;16873.17594;6.708409998;420.4347688;653.1533333;9.99310672;21.21819906;1.274484796;Type2
6.552148536;247.571651;27616.0815;6.684437688;368.9882343;416.9381643;18.23079911;113.7416986;3.292587494;Type1
4.031391966;122.4519329;24370.27324;5.643251142;239.3589097;679.1431876;9.651215934;106.320352;3.100823549;Type1
8.759495718;256.8516597;10167.02458;8.70936811;256.6714352;425.5625735;14.14393764;41.56093919;4.674020613;Type2
7.647544366;141.9371579;11900.51771;8.636825913;300.2717169;608.0998158;8.737371529;20.19200465;2.599106935;Type1
3.174518891;204.4967999;13498.84661;5.050406065;409.7689205;523.9490805;5.46511013;53.43850183;4.334087477;Type2
3.133166896;131.907987;20362.21877;1.251481666;209.425013;631.5128646;19.29988153;43.63785068;3.377928627;Type2
3.083666049;289.9493391;25877.07015;5.16699561;301.5020424;448.0550042;16.06367283;108.5457161;4.312896723;Type1
7.927422494;276.5156622;29989.40666;5.13137347;386.4845834;563.9098173;15.75145661;54.02265341;2.27745657;Type1
8.021409479;249.1556724;28297.42237;8.715850367;302.3955714;635.8722181;15.03270175;57.93246769;1.876981434;Type1
6.99685384;235.9569452;17689.04382;1.407529449;245.0589551;637.6529704;5.105628438;43.28095999;2.151254381;Type1
3.826846133;245.689366;21554.32444;3.43322277;267.9810844;576.8777993;18.16803108;91.10401071;1.738947691;Type1
6.781191167;117.7845389;17127.18675;9.127161979;426.8945777;489.0915888;12.06590296;32.257445;3.450224074;Type2
5.696685326;297.670058;19973.09831;8.688878488;471.3348494;512.3113197;7.197539501;101.8395613;3.571476363;Type2
3.591026363;251.7779621;18032.21784;2.769223432;213.6278903;453.9729533;11.4324589;101.6293911;2.213873894;Type2
5.12512877;222.0209938;21711.00478;5.614670096;319.5453384;488.8863593;8.280312083;97.32366141;3.891181507;Type1
5.196993956;293.8254829;24302.70382;6.628659468;222.2455979;652.2634522;8.068840026;25.75523841;4.486808247;Type1
8.005315549;190.0962367;22166.14249;9.315866004;419.6375622;496.2327882;19.47831632;51.16583464;2.755018641;Type2
4.330633936;249.3225301;21556.39322;2.486169134;250.5749325;477.0159091;19.22055524;74.29528642;2.48367571;Type1
7.208119223;205.3338173;27349.11746;4.714322868;398.3694359;540.3554093;10.51742372;105.8809284;4.089881313;Type1
5.651214451;287.8965615;11345.614;5.404078213;477.2775535;579.1432679;19.68040015;113.0104012;1.239941761;Type1
5.181809099;200.9283041;17962.1388;6.400870746;392.1675459;486.2407483;10.43767526;89.46407567;1.807354239;Type2
3.161597466;117.442275;20437.96005;9.818248623;215.4747542;447.0442983;15.41025724;44.17585011;1.736188734;Type2
4.552853721;105.2822022;13762.37503;6.066689779;289.1952442;640.8676556;15.70223428;86.10240783;2.711207907;Type2
6.805099178;149.6184097;13489.592;4.420572589;264.9794788;437.9973223;6.901269827;49.05280024;3.552898566;Type1
7.256959627;245.0379317;20455.06611;9.122358375;276.3737034;521.8817714;14.35221089;55.82808931;4.178073495;Type1
5.40297221;168.9690298;11208.92258;2.912844128;359.6431182;633.4412316;16.61942618;78.9623999;3.483336181;Type1
5.958976649;272.3971307;20510.75813;9.713727845;421.5795098;493.7363328;6.034411573;74.72026004;1.243790923;Type2
3.875391729;262.8734288;21475.89122;1.615747828;234.0394158;536.8040019;7.598148736;45.87350358;1.406259284;Type2
6.795111485;166.9573777;27405.3572;1.055911761;414.1263153;419.1170305;19.82811107;80.82968771;1.647908218;Type2
7.818057063;142.9781957;18735.06196;2.73423271;493.1018822;686.9767364;6.64087167;104.4685978;2.239189107;Type2
4.83180857;298.9869696;22704.72117;2.131763886;446.6464644;489.6795983;13.397326;53.50767475;1.499839872;Type2
5.142146138;234.222344;22287.16832;8.706853047;337.22711;451.0758787;13.16210006;65.39440678;1.864325637;Type1
6.060179369;151.3928937;18018.92767;2.915520678;211.1314564;591.0473203;7.844656705;72.95732607;4.652683359;Type1
4.916959625;233.2975866;19706.51719;8.762735475;286.6444607;622.921649;6.358685637;93.2404508;3.374809982;Type2
6.865571657;104.7423998;13297.28635;6.522378946;256.5926589;500.1292851;13.5475642;79.00546411;4.924474134;Type1
6.39578987;197.9544261;27677.92864;5.359478518;323.2450217;536.2227783;17.82717986;95.02084292;4.333544925;Type2
8.865556408;159.6561296;13317.10633;3.987534467;263.7237222;400.6346739;17.69761977;73.6667784;1.513662298;Type2
3.240754694;220.3106563;23040.92074;3.805591435;437.4496024;624.6191384;15.08039865;59.27039832;4.551672627;Type2
5.154166348;215.5690635;27628.48126;8.207199643;481.3503019;449.097652;19.52369287;119.043601;1.681377008;Type2
7.714860901;147.7084408;28003.88183;6.940569929;304.8436419;572.4559723;17.51523857;109.8453232;2.40246722;Type2
3.077770206;289.9613726;16258.64538;4.760234275;237.9418112;460.9391008;11.22439767;80.90951659;4.964289583;Type2
7.223023526;239.0058059;24041.10575;1.331037478;308.2040191;404.3334272;10.78397106;94.89008357;4.592958589;Type1
4.224190366;211.7891384;25505.1775;7.61599277;246.1040662;405.3115787;6.20341729;101.8048546;1.030222053;Type1
7.862415354;130.0034058;15029.62834;4.708200101;258.3253734;453.222079;5.131587028;44.24990707;1.405012984;Type2
4.213645221;188.2917468;23850.7385;2.458041411;261.8762444;530.5520763;18.84094472;55.07508878;4.840767953;Type1
5.675234607;132.534032;29707.88342;2.582195735;219.1035179;664.5264564;16.55971482;93.78540988;2.121010258;Type1
5.119663305;292.5471433;24708.06144;3.607979136;348.6064876;472.7318679;15.19832047;104.6674951;4.727691838;Type1
7.462745649;116.6038004;12695.99912;8.149933776;396.0393832;457.3722079;12.15560802;32.81236228;3.75599369;Type2
3.445312404;181.6177742;17336.71564;9.139047723;349.4841511;696.5254341;16.06820499;73.41682627;4.168205335;Type1
8.275683186;298.7140165;22654.49737;4.612089758;352.3766289;487.1794544;17.75814364;69.28178455;3.734739612;Type1
7.099950407;115.7417682;23171.34185;2.68976553;496.9132241;470.1145051;17.8149074;91.06117628;1.793265931;Type2
7.487116312;106.6155204;14107.01822;4.825838761;286.6187008;603.6332066;19.45416583;54.2576965;4.872609321;Type2
6.633664132;198.0185348;10694.81452;8.508832683;406.6088366;502.7300722;15.32608126;34.2314087;4.157760496;Type2
4.038154408;154.2553277;19136.32216;5.518384437;484.1978903;661.4016126;8.631368863;74.39489728;4.070358594;Type2
5.900191241;243.737047;16276.27912;3.418931605;452.0926279;528.2615548;14.7885013;112.9234528;2.609385279;Type1
4.072029051;287.275432;12990.06706;7.773940597;473.9281419;553.0867408;9.153823933;77.14364862;3.278440328;Type1
6.188724873;227.022489;24350.88232;6.468388085;475.8557305;445.122377;13.96765907;99.13322329;3.66457108;Type1
8.976830397;160.4974597;10271.14465;6.56514535;290.4736896;400.1069593;14.99123821;96.73232028;1.901973484;Type2
7.91510081;190.813888;12322.61171;1.205666658;260.598063;613.8669406;9.384816427;119.7615084;2.460053063;Type1
4.671006545;120.1591465;16695.98766;5.962015725;463.9061515;537.3728531;13.17960758;72.16867313;4.575956816;Type2
6.240528367;287.4340654;14301.48854;7.932387487;389.3243351;539.0127499;17.95343791;65.65901821;1.828032716;Type2
6.676175362;108.229876;19615.31512;5.742277742;254.8306309;500.7073229;15.46028656;54.91694145;1.475802493;Type1
3.276029076;175.2751553;25765.20663;5.752122659;334.6108442;503.3112176;13.15596173;41.19763512;1.03340959;Type1
5.948313226;272.2411483;23030.50793;6.928515709;441.9425595;652.2509309;15.80545869;98.77226588;3.016913031;Type1
3.855942656;198.6156483;10210.9716;7.051744744;267.2012559;477.006245;8.075965519;107.2133194;2.418450695;Type2
8.27788334;219.7966466;13457.46856;5.008588902;497.5350268;427.9252133;8.47263823;58.09450762;4.045532839;Type2
6.685376287;115.9583432;16787.80628;1.76542567;468.9890292;533.1116146;18.43438364;32.86983771;2.620432185;Type1
3.123461048;218.3218278;14728.73423;8.602743547;336.896481;683.2775788;7.999904035;86.53198117;1.599646617;Type2
8.126866317;232.8140087;27942.34238;8.751093495;471.9611209;620.6886739;13.24067228;87.66559193;1.647858454;Type2
6.448461265;107.1701844;19481.33625;4.264611989;432.0593452;598.5352819;16.81354375;107.7076831;1.098231446;Type2
8.530980071;110.6789944;13490.07472;7.312758232;466.1288501;687.5094302;15.40203766;40.87059427;1.845832055;Type2
3.431823389;299.2539195;28366.12134;1.570922952;266.1485082;545.158629;11.44301008;46.12532043;1.40529937;Type2
4.283443811;194.2011521;22655.46606;3.976067999;327.2552683;523.246965;18.57412823;84.14727409;4.515814204;Type1
8.775525062;244.1151047;29366.327;4.293765717;212.1474551;462.1228646;19.1737494;94.92323008;3.342206877;Type2
7.036378439;169.8492123;16038.78624;3.49084092;324.4556163;503.6670694;19.30329859;100.8056971;1.029019498;Type2
4.144662431;125.1902431;13897.87802;8.244624149;360.6049333;409.3135449;16.09181886;77.92997707;2.284470199;Type2
7.034378112;295.6241523;16597.35006;4.813523336;441.5704983;640.089533;9.90048982;66.42854705;3.280527075;Type2
6.092566865;108.3237411;23240.79742;2.600648099;395.7116166;501.4688767;15.82845186;104.7861891;2.755075236;Type1
4.388545405;140.9245345;15039.87519;5.309235016;324.7391003;535.9000278;13.23866766;53.92283997;4.443198706;Type2
3.34967774;211.0611911;12880.92632;1.198538576;480.1686487;665.0841622;9.579591934;52.33004672;2.465522012;Type1
4.438191146;244.1665669;29366.26043;3.431498999;231.0325591;507.1191638;8.966851801;36.62842648;4.592191571;Type2
8.475520117;281.5938366;22761.19326;3.970874815;499.9665138;419.2739759;9.087031403;114.0831808;4.844006076;Type2
5.165257799;135.6382733;11867.17972;5.132915914;321.2795998;654.0508806;12.21650801;24.95007374;2.15911809;Type2
8.547736955;230.1591311;29953.25101;4.850407524;458.2552095;532.9691761;18.44412132;31.51741802;4.351639056;Type2
5.824839702;141.9886467;26590.23754;1.342278161;270.4394529;681.9348424;18.61398738;86.85934329;2.144029324;Type1
7.898175354;244.975302;28787.74909;7.240973603;312.0948604;522.5015041;14.6237726;114.53834;3.815710541;Type1
7.732125944;163.3320135;19089.25964;6.687208543;491.5224472;677.2333756;19.30344941;72.05039179;2.471274151;Type1
